Table with column headers in rows 3 and 4											
40	089	OK	McCurtain County	20.9	44,465	2806.jpg	Good	Tribes step in to provide summer child feeding program	0.7230	Tulsa World	01/07/2024, 08:00 AM, +0000 UTC
45	031	SC	Darlington County	20.9	50,427	2808.jpg	Good	SC school district recognizes ‘hero’ bus driver who saved 40 students after fiery crash	0.9360	WMBF	01/23/2019, 08:00 AM, +0000 UTC
01	017	AL	Chambers County	21.0	45,563	2810.jpg	Good	ASE Education Foundation Praises SkillsUSA Winners	0.9390	BodyShop Business	07/20/2023, 07:00 AM, +0000 UTC
35	033	NM	Mora County	21.0	45,155	2811.jpg	Good	New Mexico Reforestation Center announces permanent home in Mora	0.2610	Las Vegas Optic	11/22/2023, 08:00 AM, +0000 UTC
48	141	TX	El Paso County	21.0	53,441	2813.jpg	Good	El Paso Competes with Over 500 Cities and Wins $40 Million Grant for Advanced Manufacturing and Aerospace and Defense Development	0.8890	The University of Texas at El Paso	09/02/2022, 07:00 AM, +0000 UTC
12	051	FL	Hendry County	21.1	55,308	2818.jpg	Good	LaBelle High School marks decade of Special Olympics and leaving a solid impact	0.9300	FOX 4 News Fort Myers WFTX	02/08/2024, 08:00 AM, +0000 UTC
29	153	MO	Ozark County	21.1	44,242	2823.jpg	Good	I'll be home for Christmas: Ozark family reunited in time for holidays.	0.7260	Christian County Headliner News	12/21/2010, 08:00 AM, +0000 UTC
05	127	AR	Scott County	21.2	42,599	2827.jpg	Good	Son of Marion police officer remembered as hero after risking life to save friend	0.8420	Action News 5	06/08/2023, 07:00 AM, +0000 UTC
06	025	CA	Imperial County	21.2	55,523	2828.jpg	Good	How California is working to elevate Native American students	0.9260	CalMatters	03/04/2024, 08:00 AM, +0000 UTC
12	079	FL	Madison County	21.2	46,141	2829.jpg	Good	NFC, Madison County book spots in state semifinals with regional title wins	0.6890	Tallahassee Democrat	11/25/2023, 08:00 AM, +0000 UTC
13	289	GA	Twiggs County	21.2	48,772	2830.jpg	Good	GA Dept of Education Announces 2022 Georgia Teacher of the Year Finalists	0.5700	All On Georgia	05/07/2021, 07:00 AM, +0000 UTC
26	163	MI	Wayne County	21.2	55,928	2831.jpg	Good	Grosse Pointe South Shortstop Fearless, Tireless on Field, Brilliant in Classroom	0.9400	MHSAA	12/26/2023, 08:00 AM, +0000 UTC
40	135	OK	Sequoyah County	21.2	47,450	2832.jpg	Good	Enid children's librarian chosen for Sequoyah Book Awards team	0.7300	Enid News & Eagle	02/17/2023, 08:00 AM, +0000 UTC
45	011	SC	Barnwell County	21.2	45,080	2833.jpg	Good	Little Red Barn celebrates 20 years of locally made goods	0.8480	The Augusta Chronicle	03/14/2018, 07:00 AM, +0000 UTC
54	055	WV	Mercer County	21.2	43,917	2835.jpg	Good	Mercer County teen designs Joy holiday stamp	0.3170	WQAD Moline	12/06/2023, 08:00 AM, +0000 UTC
29	510	MO	St. Louis city	21.3	52,278	2839.jpg	Good	STL Partnership Wins Silver Award for Business Retention and Expansion Excellence	0.9300	stlpartnership.com	10/03/2023, 07:00 AM, +0000 UTC
37	107	NC	Lenoir County	21.3	46,410	2840.jpg	Good	Lenoir Community College Hopes to Spark Holiday Joy with Irving Berlin's White Christmas The Musical!	0.9260	Kinston Free Press	11/16/2023, 08:00 AM, +0000 UTC
40	067	OK	Jefferson County	21.3	44,188	2841.jpg	Good	Salt Lake Court receives funding to help renters with housing stability	0.8560	FOX 13 News Utah	08/18/2023, 07:00 AM, +0000 UTC
47	061	TN	Grundy County	21.3	44,219	2842.jpg	Good	Nashville lottery player wins $100K in Powerball drawing	0.6430	WSMV 4	07/10/2023, 07:00 AM, +0000 UTC
48	153	TX	Floyd County	21.3	45,784	2843.jpg	Good	McGregor community pitches in to help beloved Mr. Floyd stay cool in the intense summer heat	0.7170	KWTX	07/27/2023, 07:00 AM, +0000 UTC
42	101	PA	Philadelphia County	21.5	56,385	2854.jpg	Good	Residents of Philadelphia Successfully Challenge Their Gas Utility and Secure Significant Victories for Affordable Utilities	0.9640	Earthjustice	11/09/2023, 08:00 AM, +0000 UTC
47	151	TN	Scott County	21.5	44,599	2856.jpg	Good	Rhinelander's Scott Kirby - stepping out of his comfort zone for some exciting opportunities	0.9190	WJFW-TV	02/13/2024, 08:00 AM, +0000 UTC
13	109	GA	Evans County	21.6	45,163	2860.jpg	Good	Covington County Angel of Hope statue unveiled at Robinson Park	0.2410	Andalusia Star-News	10/01/2023, 07:00 AM, +0000 UTC
39	009	OH	Athens County	21.6	48,265	2863.jpg	Good	Athens County Scores Big Win: QuidelOrtho Expands Operations, Bringing New Jobs and Investment	0.9680	Scioto Post	02/07/2024, 08:00 AM, +0000 UTC
51	760	VA	Richmond city	21.6	58,719	2864.jpg	Good	Vaccines for all: RHHD fosters creative partnerships to reach residents	0.8840	Virginia Department of Health	11/20/2023, 08:00 AM, +0000 UTC
05	035	AR	Crittenden County	21.8	49,644	2869.jpg	Good	Cloar exhibit reinforces reputation as regionalist	0.4760	Northwest Arkansas Democrat-Gazette	03/30/2014, 07:00 AM, +0000 UTC
51	540	VA	Charlottesville city	21.8	67,903	2874.jpg	Good	Charlottesville Named One of America's 'Happiest Places'	0.7460	UVA Today	09/25/2023, 07:00 AM, +0000 UTC
05	011	AR	Bradley County	21.9	44,982	2876.jpg	Good	UAM’s Small Business Center wins 2023 Excellence award	0.9440	Northwest Arkansas Democrat-Gazette	07/26/2023, 07:00 AM, +0000 UTC
05	037	AR	Cross County	21.9	48,299	2877.jpg	Good	Arkansas awarding more than $4 million in FUN grants for outdoor recreation projects	0.8130	KARK	02/19/2024, 08:00 AM, +0000 UTC
28	025	MS	Clay County	21.9	43,451	2881.jpg	Good	Proposed revisions to Mississippi financial aid could expand help available to students	0.9780	Magnolia Tribune	02/18/2024, 08:00 AM, +0000 UTC
28	159	MS	Winston County	21.9	50,082	2882.jpg	Good	I wasn't giving up': Mississippi deer hunter takes 160-class buck after 3-year pursuit	0.4120	Clarion Ledger	11/04/2022, 07:00 AM, +0000 UTC
45	049	SC	Hampton County	21.9	43,987	2883.jpg	Good	Gloria's Gift Foundation brings Christmas joy to needy Hampton County families	0.9670	Greenville News	12/12/2023, 08:00 AM, +0000 UTC
51	111	VA	Lunenburg County	21.9	47,660	2885.jpg	Good	Lunenburg Majors Make History as World Series Champions	0.9220	The Southside Messenger	08/03/2023, 07:00 AM, +0000 UTC
06	039	CA	Madera County	22.0	71,273	2886.jpg	Good	SF Goodwill Puts 11 Electric Trucks On the Road	0.5090	Patch	04/10/2017, 07:00 AM, +0000 UTC
13	303	GA	Washington County	22.0	48,462	2887.jpg	Good	West Bend high school students raise over $65000 for nonprofits during Charity Week	0.8710	Greater Milwaukee Today | GMToday.com	03/01/2024, 03:40 PM, +0000 UTC
05	069	AR	Jefferson County	22.2	45,894	2895.jpg	Good	Jefferson County goes solar hoping to save $3.8 million over next 20 years	0.8110	KATV	08/20/2019, 07:00 AM, +0000 UTC
22	017	LA	Caddo Parish	22.2	47,699	2898.jpg	Good	A Season of Academic Triumph: Celebrating Success in Caddo Parish Public Schools	0.9620	Shreveport Times	11/23/2023, 08:00 AM, +0000 UTC
24	039	MD	Somerset County	22.2	53,590	2899.jpg	Good	Somerset County volunteers will be out in September offering message of hope to their neighbors	0.9210	Bay to Bay News	08/27/2023, 07:00 AM, +0000 UTC
48	041	TX	Brazos County	22.2	60,355	2902.jpg	Good	Brazos Valley Arts Council Mural Festival uplifting the community	0.9660	KAGSTV.com	10/24/2023, 07:00 AM, +0000 UTC
51	195	VA	Wise County	22.2	45,220	2904.jpg	Good	VHSL CLASS 2 GIRLS: Madison Looney makes leap from good to great as Wise County Central returns to title game	0.8990	Bristol Herald Courier	03/04/2024, 08:00 AM, +0000 UTC
51	595	VA	Emporia city	22.2	43,496	2905.jpg	Good	City of Emporia's drinking water places third at international water contest	0.9300	Emporia Gazette	02/26/2024, 06:04 PM, +0000 UTC
01	113	AL	Russell County	22.3	45,074	2907.jpg	Good	Russell County boys win first area championship since 2019	0.7970	WTVM	02/08/2024, 08:00 AM, +0000 UTC
47	091	TN	Johnson County	22.3	45,495	2913.jpg	Good	Second Harvest Food Banks forming statewide alliance	0.5700	WJHL-TV News Channel 11	07/18/2023, 07:00 AM, +0000 UTC
28	035	MS	Forrest County	22.4	51,344	2916.jpg	Good	Criminal Justice Professor Earns Lifetime Service Award	0.8000	Ole Miss News	11/15/2023, 08:00 AM, +0000 UTC
35	045	NM	San Juan County	22.4	51,898	2917.jpg	Good	Voting Rights Win in New Mexico: Navajo Community Gains Equal Opportunity to Elect Preferred Candidates in ...	0.9480	Lawyers' Committee for Civil Rights Under Law	03/25/2024, 09:27 PM, +0000 UTC
13	021	GA	Bibb County	22.5	48,539	2922.jpg	Good	Here’s how a new road safety program aims to protect Georgia students	0.8880	Macon Telegraph	03/27/2024, 03:51 PM, +0000 UTC
47	029	TN	Cocke County	22.5	45,361	2925.jpg	Good	UT Welcomes New Class of Distinguished Tennessean Scholars	0.9410	University of Tennessee, Knoxville - News	05/26/2023, 07:00 AM, +0000 UTC
13	071	GA	Colquitt County	22.6	49,214	2927.jpg	Good	Arts director bids 'So Long' to The Syd, receives fond farewell	0.4900	Tifton Gazette	01/08/2024, 08:00 AM, +0000 UTC
13	087	GA	Decatur County	22.6	46,455	2928.jpg	Good	5 Places Offering Free Summer Meals And Food Donations For GA Students	0.7220	Patch	06/02/2023, 07:00 AM, +0000 UTC
22	071	LA	Orleans Parish	22.6	51,913	2929.jpg	Good	Orleans Sheriff celebrates Thanksgiving with 2k meals given to those in need	0.8240	WWLTV.com	11/23/2023, 08:00 AM, +0000 UTC
48	061	TX	Cameron County	22.6	49,583	2933.jpg	Good	Aleman: Cameron County's partnership with VTX1 will boost economic development 	0.8730	Rio Grande Guardian	02/15/2024, 08:00 AM, +0000 UTC
13	205	GA	Mitchell County	22.7	45,296	2934.jpg	Good	GaDOE's statewide initiative, Georgia Schools Care, raises over $43,600 to support children in foster care	0.9530	All On Georgia	03/04/2024, 08:00 AM, +0000 UTC
37	091	NC	Hertford County	22.8	43,871	2940.jpg	Good	MacKenzie Scott, ex-wife of Amazon founder Jeff Bezos, donates record financial gifts to 3 North Carolina HBCUs	0.6100	WTVD-TV	12/16/2020, 08:00 AM, +0000 UTC
40	075	OK	Kiowa County	22.8	44,959	2943.jpg	Good	Kiowa Tribe works to form coalition to create broadband provider	0.2910	KOCO Oklahoma City	09/21/2023, 07:00 AM, +0000 UTC
49	037	UT	San Juan County	22.8	50,452	2944.jpg	Good	USU Museum of Anthropology Awarded $74,000 for Collections Care	0.5370	Utah State University	09/16/2020, 07:00 AM, +0000 UTC
51	730	VA	Petersburg city	22.8	42,385	2945.jpg	Good	Entrepreneur credits success to Jackson Ward family's legacy: 'Love, good food, good vibes'	0.9250	CBS 6 News Richmond WTVR	03/10/2024, 08:00 AM, +0000 UTC
26	085	MI	Lake County	22.9	48,545	2951.jpg	Good	Nuclear plant restart plan stirs hope, reunions in small Michigan town	0.7870	Bridge Michigan	03/28/2024, 03:16 PM, +0000 UTC
48	349	TX	Navarro County	22.9	50,822	2954.jpg	Good	New Goodwill Dallas VPs To Implement Sustainable Strategies While Improving Store Operations	0.6110	dallasinnovates.com	06/16/2023, 07:00 AM, +0000 UTC
13	253	GA	Seminole County	23.2	45,223	2965.jpg	Good	Legislation to Provide Insurance for First Responders with PTSD Favorably Passed out of House Committee	0.9040	The Georgia Virtue	01/29/2024, 08:00 AM, +0000 UTC
35	013	NM	Dona Ana County	23.2	52,011	2966.jpg	Good	The New Mexico Match Fund will yield massive returns for small communities	0.9660	Las Cruces Sun-News	02/14/2024, 11:55 AM, +0000 UTC
22	111	LA	Union Parish	23.3	48,003	2969.jpg	Good	New chamber directed excited to be a part of the community	0.9150	La Grande Observer	12/25/2023, 03:04 PM, +0000 UTC
28	099	MS	Neshoba County	23.3	50,331	2970.jpg	Good	Neshoba Central MS principal named MASSP Principal of the Year	0.8840	WTOK	06/07/2023, 07:00 AM, +0000 UTC
48	347	TX	Nacogdoches County	23.3	51,708	2973.jpg	Good	Facility expansion expected to create 200 jobs in Nacogdoches	0.6690	CBS19.tv KYTX	08/09/2023, 07:00 AM, +0000 UTC
01	013	AL	Butler County	23.4	41,852	2974.jpg	Good	‘I will always be grateful’: Wake County officer praises inmates who helped during medical emergency	0.8840	CBS17.com	12/01/2023, 08:00 AM, +0000 UTC
12	047	FL	Hamilton County	23.4	45,484	2975.jpg	Good	Hamilton County wins going away against Rickards	0.4700	MaxPreps	03/26/2024, 12:42 AM, +0000 UTC
17	003	IL	Alexander County	23.4	41,378	2977.jpg	Good	New Extension director offers hope for new direction after local funding dispute, personnel shakeup	0.6420	WGLT	11/27/2023, 08:00 AM, +0000 UTC
35	047	NM	San Miguel County	23.4	47,675	2978.jpg	Good	New Mexico organizations receive grants from Meow Wolf Foundation to help bolster community art, creativity	0.9060	KRQE News 13	11/29/2023, 08:00 AM, +0000 UTC
01	025	AL	Clarke County	23.5	44,906	2980.jpg	Good	The Amazing Story of the Merrills – Reunited Years After Each Thought the Other Dead	0.5860	War History Online	08/05/2016, 07:00 AM, +0000 UTC
21	053	KY	Clinton County	23.5	41,739	2982.jpg	Good	Local Joy Ride campaign wins four ADDYs - The Advocate-Messenger	0.8710	Danville Advocate	03/12/2024, 07:45 PM, +0000 UTC
22	073	LA	Ouachita Parish	23.5	47,283	2983.jpg	Good	Let the Good Times Roll: 2024 Mardi Gras Guide	0.8360	KNOE	01/04/2024, 08:00 AM, +0000 UTC
35	037	NM	Quay County	23.6	39,885	2987.jpg	Good	Sidwells Receive New Mexico Leopold Conservation Award	0.5320	Drovers Magazine	11/01/2023, 07:00 AM, +0000 UTC
28	075	MS	Lauderdale County	23.7	49,351	2992.jpg	Good	Lionel Messi’s brilliant free kick gives Inter Miami win in soccer legend’s debut with MLS club	0.7280	CNN	07/21/2023, 07:00 AM, +0000 UTC
13	031	GA	Bulloch County	23.8	49,471	2995.jpg	Good	Hodges is working to make a difference on campus, in the community	0.9340	Discovering Bulloch	06/02/2023, 02:16 PM, +0000 UTC
13	193	GA	Macon County	23.8	40,089	2996.jpg	Good	Goodwill Industries of Middle Georgia brings back adult GED program thanks to grant money	0.9160	41 NBC News	07/06/2023, 07:00 AM, +0000 UTC
54	015	WV	Clay County	23.8	42,604	3000.jpg	Good	Early Christmas: Needy Jacksonville, Clay children to get toys, bikes	0.2190	The Florida Times-Union	12/03/2023, 10:16 AM, +0000 UTC
21	057	KY	Cumberland County	23.9	48,864	3002.jpg	Good	Missing boy out of Cumberland County, KY, found safe	0.7920	WBKO	05/27/2023, 07:00 AM, +0000 UTC
13	009	GA	Baldwin County	24.1	49,883	3006.jpg	Good	Baldwin County gears up for back-to-school bash: Fun, freebies and fresh haircuts	0.9380	wgxa.tv	07/12/2023, 07:00 AM, +0000 UTC
17	153	IL	Pulaski County	24.5	44,873	3016.jpg	Good	Central Illinois Goodwill stores extending their hours	0.2040	WAND	02/26/2018, 08:00 AM, +0000 UTC
21	109	KY	Jackson County	24.5	41,007	3017.jpg	Good	Kentucky Greens Co. looks to create fresh food solutions for West Louisville	0.4740	The Business Journals	05/25/2023, 07:00 AM, +0000 UTC
45	075	SC	Orangeburg County	24.6	42,209	3021.jpg	Good	Peace and goodwill: Christmas parade brings community together for holiday	0.8790	The Times and Democrat	12/04/2022, 08:00 AM, +0000 UTC
51	750	VA	Radford city	24.6	47,892	3023.jpg	Good	Trio of Hokies collect preseason praise from Perfect Game	0.8560	VT hokiesports.com	01/18/2022, 08:00 AM, +0000 UTC
22	001	LA	Acadia Parish	24.9	42,981	3032.jpg	Good	Local resident combines her love for Louisiana and cajun culture to create kinfolk art	0.8700	KATC News	03/07/2024, 08:00 AM, +0000 UTC
48	463	TX	Uvalde County	24.9	48,427	3033.jpg	Good	She made us happy' - The all-star dreams of Uvalde's biggest José Altuve fan	0.8470	ESPN	07/27/2022, 07:00 AM, +0000 UTC
40	133	OK	Seminole County	25.0	44,114	3034.jpg	Good	Ringling Museum exhibit underscores resilience of Seminole people	0.7170	Your Observer	08/16/2023, 07:00 AM, +0000 UTC
05	079	AR	Lincoln County	25.2	48,311	3039.jpg	Good	Webster Parish Journal : LA Tech freshman from Minden heroic in assisting stab victims	0.8670	Magnoliareporter	11/16/2023, 08:00 AM, +0000 UTC
13	027	GA	Brooks County	25.5	43,353	3049.jpg	Good	Proud to be a Georgia Farmer: Brandon DeWitt	0.8760	WALB	11/14/2023, 08:00 AM, +0000 UTC
22	013	LA	Bienville Parish	25.5	41,807	3052.jpg	Good	Louisiana teen to graduate high school, college in the same day	0.8150	KSLA	05/12/2016, 07:00 AM, +0000 UTC
54	045	WV	Logan County	25.5	42,615	3054.jpg	Good	New center provides variety of services and resources for families in Logan area	0.8980	The Logan Banner	08/29/2023, 07:00 AM, +0000 UTC
28	029	MS	Copiah County	25.6	43,308	3056.jpg	Good	CO-LIN COMMUNITY COLLEGE SOFTBALL BRINGS HOME FIRST NATIONAL CHAMPIONSHIP	0.8710	Mississippi Scoreboard	06/07/2023, 07:00 AM, +0000 UTC
28	113	MS	Pike County	25.7	40,945	3057.jpg	Good	Daughter climbs three peaks to scatter father's ashes and fundraise for charity	0.2140	The Independent	10/05/2023, 07:00 AM, +0000 UTC
38	079	ND	Rolette County	25.7	50,598	3058.jpg	Good	Northern Plains Electric Cooperative donates $50K to new Rugby medical center	0.5120	Jamestown Sun	08/27/2023, 07:00 AM, +0000 UTC
04	017	AZ	Navajo County	25.9	49,948	3060.jpg	Good	At LGBTQ Pride event, Navajo leaders renew calls for community support, marriage equality	0.5740	The Arizona Republic	2023-06-30 23:26:18
21	127	KY	Lawrence County	25.9	42,776	3062.jpg	Good	6 sisters called to study nursing pursue their dreams together	0.6380	WKYT	2024-03-31 23:58:56
21	197	KY	Powell County	26.2	42,434	3069.jpg	Good	GLASS National Museum draws art lovers to Danville	0.7370	FOX 56 News	2024-02-01 1:57:29
35	029	NM	Luna County	26.4	38,796	3074.jpg	Good	I'm just doing my little part' - Good Samaritan raises money for Lahainaluna baseball team	0.8140	KITV	2023-12-01 1:59:47
13	059	GA	Clarke County	26.5	49,832	3075.jpg	Good	Athens Free Clinic reflects on winning national award	0.8140	redandblack.com	2024-03-26 2:00:21
51	590	VA	Danville city	26.8	40,799	3082.jpg	Good	Caesars Danville Casino Helping City Fund Capital Projects	0.8000	Casino.org	2024-02-29 23:26:50
21	095	KY	Harlan County	26.9	36,022	3083.jpg	Good	ETSU's Evening of Health, Wellness and the Arts to focus on 'Art and Coal in Appalachia'	0.2960	Elizabethton.com	2024-03-25 2:00:56
51	027	VA	Buchanan County	26.9	39,652	3085.jpg	Good	Feeding SW Virginia bringing mobile food pantry to locations across Central Va.	0.5740	WFXRtv	2023-12-31 23:26:57
21	193	KY	Perry County	27.0	43,945	3088.jpg	Good	John Calipari raves about Travis Perry's state title win, love for Kentucky: "I couldn't be more proud"	0.9350	On3.com	2024-03-27 2:02:41
28	151	MS	Washington County	27.3	39,690	3094.jpg	Good	Will Rogers looks to turn adversity into happy ending at Washington	0.7140	Mississippi Today	01/26/2024, 08:00 AM, +0000 UTC
48	215	TX	Hidalgo County	27.4	48,825	3097.jpg	Good	Jackson Walker Secures Landmark Victory at Texas Supreme Court for Hidalgo County Water Improvement District No. 3	0.7460	Jackson Walker LLP	05/19/2023, 07:00 AM, +0000 UTC
36	005	NY	Bronx County	27.6	45,864	3098.jpg	Good	Governor Hochul Announces Unprecedented Investments to Reconnect Communities Across New York State	0.7160	ny.gov	01/22/2022, 08:00 AM, +0000 UTC
05	041	AR	Desha County	27.9	41,251	3102.jpg	Good	UAM’s Small Business Center wins 2023 Excellence award	0.9440	Northwest Arkansas Democrat-Gazette	07/26/2023, 07:00 AM, +0000 UTC
28	143	MS	Tunica County	27.9	37,694	3104.jpg	Good	An Amazon-backed wind farm is coming to a struggling Mississippi Delta community	0.3750	NBC News	07/19/2023, 07:00 AM, +0000 UTC
22	097	LA	St. Landry Parish	28.0	42,765	3106.jpg	Good	Pet adoption fees waived at St. Landry Animal Shelter	0.3440	KATC News	11/27/2023, 08:00 AM, +0000 UTC
04	001	AZ	Apache County	28.2	40,632	3109.jpg	Good	Bars, new developments and fun attractions to open in the Valley in 2024	0.9260	ABC15 Arizona in Phoenix	12/18/2023, 08:00 AM, +0000 UTC
29	001	MO	Adair County	28.2	46,433	3110.jpg	Good	Dolly Parton's Imagination Library brings joy of reading to Missouri's little learners	0.9710	ktvo.com	11/07/2023, 08:00 AM, +0000 UTC
45	009	SC	Bamberg County	28.4	37,952	3111.jpg	Good	Lexington County's new economic development director talks maintaining the area's momentum	0.4550	Lexington County Chronicle	09/02/2023, 07:00 AM, +0000 UTC
51	660	VA	Harrisonburg city	28.5	56,057	3112.jpg	Good	Hope Distributed collecting donations to feed families during the holidays	0.6370	WHSV	09/28/2023, 07:00 AM, +0000 UTC
21	133	KY	Letcher County	28.7	37,854	3113.jpg	Good	Birdhouse Project' benefiting Kentucky veterans saved from flood	0.8050	LEX 18 News - Lexington, KY	08/18/2022, 07:00 AM, +0000 UTC
45	069	SC	Marlboro County	28.7	39,160	3114.jpg	Good	Jim Cummings, PJ McCabe and Thomas Cross Launch Cool & Happy Production Studio (EXCLUSIVE)	0.4900	AOL.com	2024-03-28 23:23:56
48	025	TX	Bee County	28.7	48,176	3115.jpg	Good	Smithers-Crump brings nature to forefront in BAM exhibit	0.3700	STexasNews.com	2024-03-26 23:24:00
48	283	TX	La Salle County	29.0	40,555	3120.jpg	Good	Waco Salvation Army plans Center of Hope	0.1650	KWKT - FOX 44	2023-12-31 23:24:04
21	075	KY	Fulton County	29.2	40,409	3125.jpg	Good	Entrepreneurship, Startups, and Business Formation Are Booming Across the U.S.	0.8080	Center for American Progress	2024-03-17 23:24:08
01	085	AL	Lowndes County	29.4	42,268	3127.jpg	Good	Lowndes entrepreneur goes above and beyond	0.9170	Lowndes Signal	2024-01-31 23:24:14
45	033	SC	Dillon County	30.3	37,752	3137.jpg	Good	East Ferris, its time to praise your favourite volunteer	0.9210	Yahoo News Canada	2024-03-17 23:24:18
28	157	MS	Wilkinson County	31.3	36,798	3147.jpg	Good	Student creates larger-than-life artwork		The Advocate	2024-01-31 23:24:21
28	119	MS	Quitman County	31.4	40,255	3148.jpg	Good	National Rhythm and Blues Hall of Fame will be built in Marks, Mississippi	0.2370	Magnolia Tribune	2023-06-30 23:24:25
01	011	AL	Bullock County	31.5	35,798	3149.jpg	Good	Bulloch Animal Services gets kudos for rescue of 193 animals from one home	0.9400	Statesboro Herald	2023-10-31 23:24:29
45	067	SC	Marion County	31.6	37,244	3150.jpg	Good	4 ways our district finds educational opportunities during the pandemic	0.4440	eSchool News	2023-10-31 23:24:33
28	053	MS	Humphreys County	32.3	33,148	3153.jpg	Good	Justice Minister Helen McEntee gives birth to baby boy	0.1260	BreakingNews.ie	04/29/2021, 07:00 AM, +0000 UTC
28	133	MS	Sunflower County	32.3	38,423	3154.jpg	Good	Shonda Rhimes donates to Emmett Till Interpretive Center to preserve barn	0.3720	WJTV	2023-12-31 23:24:39
01	087	AL	Macon County	32.4	36,601	3155.jpg	Good	The power of a walk outside: Color Us Connected	0.8640	Seacoastonline.com	2023-12-31 23:24:42
48	505	TX	Zapata County	32.8	39,403	3158.jpg	Good	Zapata County opens warming center		KGNS News	
13	037	GA	Calhoun County	33.9	39,681	3164.jpg	Good	Ga. Counties Mark Five Years of Wellness With UGA Extension	0.3400	Morning Ag Clips	2024-02-29 23:24:49
05	123	AR	St. Francis County	34.4	38,062	3167.jpg	Good	Glass Artist Ed Pennebaker Next Guest of Arkansas Folklife Web Series		University of Arkansas	
21	051	KY	Clay County	35.1	34,473	3176.jpg	Good	Monday Night Football' was terrific for two former Kentucky football stars		Lexington Herald Leader	
48	229	TX	Hudspeth County	35.7	39,582	3179.jpg	Good	El Paso Health awarded STAR+PLUS contract for local Medicaid-managed care	0.2340	KFOX El Paso	03/04/2024, 08:00 AM, +0000 UTC
28	027	MS	Coahoma County	35.9	36,071	3181.jpg	Good	Magee Trojan Headed to the Final Four! First time in 35 years!	0.6060	MageeNews.com	2024-02-29 23:17:33
21	159	KY	Martin County	36.2	34,435	3182.jpg	Good	Floyd Co. shelter housing hope this winter	0.1310	WYMT	2024-01-31 23:17:39
45	005	SC	Allendale County	36.7	35,249	3184.jpg	Good	Vietnamese tire manufacturer pledges 1,031 new jobs in Allendale County		Bluffton Today	
46	017	SD	Buffalo County	39.7	30,659	3190.jpg	Good	Buffalo Trace Donated Rare Whiskeys to Help 100 Charities With Fundraising	0.8830	Whiskey Raiders	2024-02-29 23:21:13
46	031	SD	Corson County	42.4	39,329	3194.jpg	Good	South Dakota Farmers Union celebrates Corson County ranch family		Aberdeen News	
